lang,domain,question,correct_answer,llama31_response,llama33_response,wiki_evidence,similarity_score,hallucination_label,llama31_score,llama33_score,llama31_label,llama33_label,llama31_label_v2,llama31_score_v2,llama33_label_v2,llama33_score_v2,llama31_label_v3,llama31_score_v3,llama31_method_v3,llama33_label_v3,llama33_score_v3,llama33_method_v3
Kannada,Constitution,ಭಾರತದ ರಾಷ್ಟ್ರಗೀತೆ ರಚಿಸಿದವರು ಯಾರು?,Rabindranath Tagore,ರವೀಂದ್ರನಾಥ ಠಾಗೋರ್.,ರವೀಂದ್ರನಾಥ ಠಾಗೋರ್,"Rabindranath Tagore  (Bengali: [ɾobind̪ɾonat̪ʰ ʈʰakuɾ] ; 7 May 1861 – 7 August 1941), was a Bengali poet, author, playwright, musician, composer, philosopher, social reformer, painter, and one of the foremost figures of the Bengal Renaissance. In 1913, Tagore became the first Asian to win a Nobel Prize in any category, and also the first lyricist and non-European to win the Nobel Prize in Literature. A significant moulder of culture within Bengal and the Indian subcontinent, he wrote and composed the national anthems of India and Bangladesh.
He reshaped Bengali literature and music as well as Indian art with Contextual Modernism in the late 19th and early 20th centuries. He was the author of the ""profoundly sensitive, fresh and beautiful"" poetry of Gitanjali.  Tagore's poetic songs were viewed as spiritual and mercurial; his elegant prose and magical poetry were widely popular in the Indian subcontinent. He was a fellow of the Royal Asiatic Society. Referred to as ""the Bard of Bengal"", Tagore was known by the sobriquets Gurudeb, Kobiguru, and Bishwokobi.
A Bengali Brahmin from Calcutta with ancestral gentry roots in Jessore and Bardhaman districts, Tagore wrote poetry as an eight-year-old. At the age of sixteen, he released his first substantial poems under the pseudonym Bhānusiṃha (""Sun Lion""), which were seized upon by literary authorities as long-lost classics. By 1877 he graduated to his first short stories and dramas, published under his real name. As a humanist, univers",,,0.397,0.3975,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.397,HALLUCINATED,0.3975,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Constitution,ಭಾರತದ ಮೊದಲ ರಾಷ್ಟ್ರಪತಿ ಯಾರು?,Dr. Rajendra Prasad,ಡಾ. ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್.,ಡಾ. ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್,"Rajendra Prasad (3 December 1884 – 28 February 1963) was an Indian politician, lawyer, journalist and scholar who served as the first president of India from 1950 to 1962 for two terms. He joined the Indian National Congress during the Indian independence movement and became a major leader from the region of Bihar. A supporter of Mahatma Gandhi, Prasad was imprisoned by British authorities during the Salt Satyagraha of 1930 and the Quit India movement of 1942. After the constituent assembly 1946 elections, Prasad served as 1st Minister of Food and Agriculture in the central government from 1947 to 1948. Upon independence in 1947, Prasad was elected as President of the Constituent Assembly of India, which prepared the Constitution of India and which served as its provisional Parliament.
When India became a republic in 1950, Prasad was elected as its first president by the Constituent Assembly. As president, Prasad established a tradition for non-partisanship and independence for the office-bearer and retired from Congress party politics. Although a ceremonial head of state, Prasad encouraged the development of education in India and advised government on several occasions. In 1957, Prasad was re-elected to the presidency, becoming the only president to serve two full terms. Prasad stayed in office for the longest term of around 12 years. Post the completion of his tenure, he quit the Congress and set up new guidelines for parliamentarians which are still followed.",,,0.4938,0.49,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4938,HALLUCINATED,0.49,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Culture,ಯಕ್ಷಗಾನ ಯಾವ ರಾಜ್ಯದ ಕಲೆ?,Karnataka,ಕರ್ನಾಟಕ.,ಕರ್ನಾಟಕ,"Karnataka is a state in the southwestern coast of India. It was formed as Mysore State on 1 November 1956, with the passage of the States Reorganisation Act, and renamed Karnataka in 1973. The state is bordered by the Lakshadweep Sea to the west, Goa to the northwest, Maharashtra to the north, Telangana to the northeast, Andhra Pradesh to the east, Tamil Nadu to the southeast, and Kerala to the southwest. With 61,130,704 inhabitants at the 2011 census, Karnataka is the eighth-largest state by population, comprising 31 districts. With 15,257,000 residents, the state capital Bengaluru is the largest city of Karnataka.
The economy of Karnataka is among the most productive in the country with a gross state domestic product (GSDP) of ₹25.01 trillion (US$260 billion) and a per capita GSDP of ₹332,926 (US$3,500) for the financial year 2023–24. The state experienced a GSDP growth of 10.2% for the same fiscal year. After Bengaluru Urban, Dakshina Kannada, Hubli–Dharwad, and Belagavi districts contribute the highest revenue to the state respectively. The capital of the state, Bengaluru, is known as the Silicon Valley of India, for its immense contributions to the country's information technology sector. A total of 1,973 companies in the state were found to have been involved in the IT sector as of 2007.
Karnataka is the only southern state to have land borders with all of the other four southern Indian sister states. The state covers an area of 191,791 km2 (74,051 mi2), or 5.83 per cen",,,0.401,0.3908,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.401,HALLUCINATED,0.3908,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Culture,ತಾಜ್ ಮಹಲ್ ಯಾವ ನಗರದಲ್ಲಿದೆ?,Agra,ಆಗ್ರಾ,ಆಗ್ರಾ,"Agra (; Hindi: Āgarā, pronounced [ˈaːɡɾaː] ) is a city on the banks of the Yamuna river in the Indian state of Uttar Pradesh, about 230 kilometres (140 mi) south-east of the national capital Delhi and 330 km west of the state capital Lucknow. It is also the part of Braj region. With a population of roughly 1.6 million, Agra is the fourth-most populous city in Uttar Pradesh and twenty-third most populous city in India.
Agra's notable historical period began during Sikandar Khan Lodi's reign, but the golden age of the city began with the Mughals in the early 16th century. Agra was the foremost city of the Indian subcontinent and the capital of the Mughal Empire under Mughal emperors Babur, Humayun, Akbar, Jahangir and Shah Jahan. Under Mughal rule, Agra became a centre for learning, arts, commerce, and religion, and saw the construction of the Agra Fort, Sikandra and Agra's most prized monument, the Taj Mahal, constructed between 1632 and 1648 by Shah Jahan in remembrance of his wife Mumtaz Mahal. With the decline of the Mughal empire in the late 18th century, the city fell first to Marathas and later to the East India Company. After Independence, Agra has developed into an industrial town, with a booming tourism industry, along with footwear, leather and other manufacturing. The Taj Mahal and the Agra Fort are UNESCO World Heritage Sites. The city features mild winters, hot and dry summers and a monsoon season, and is famous for its Mughlai cuisine. Agra is part of the Golden ",,,0.396,0.396,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.396,HALLUCINATED,0.396,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Culture,ಮೈಸೂರು ದಸರಾ ಯಾವ ರಾಜ್ಯದಲ್ಲಿ ನಡೆಯುತ್ತದೆ?,Karnataka,ಕರ್ನಾಟಕ.,ಕರ್ನಾಟಕ,"Karnataka is a state in the southwestern coast of India. It was formed as Mysore State on 1 November 1956, with the passage of the States Reorganisation Act, and renamed Karnataka in 1973. The state is bordered by the Lakshadweep Sea to the west, Goa to the northwest, Maharashtra to the north, Telangana to the northeast, Andhra Pradesh to the east, Tamil Nadu to the southeast, and Kerala to the southwest. With 61,130,704 inhabitants at the 2011 census, Karnataka is the eighth-largest state by population, comprising 31 districts. With 15,257,000 residents, the state capital Bengaluru is the largest city of Karnataka.
The economy of Karnataka is among the most productive in the country with a gross state domestic product (GSDP) of ₹25.01 trillion (US$260 billion) and a per capita GSDP of ₹332,926 (US$3,500) for the financial year 2023–24. The state experienced a GSDP growth of 10.2% for the same fiscal year. After Bengaluru Urban, Dakshina Kannada, Hubli–Dharwad, and Belagavi districts contribute the highest revenue to the state respectively. The capital of the state, Bengaluru, is known as the Silicon Valley of India, for its immense contributions to the country's information technology sector. A total of 1,973 companies in the state were found to have been involved in the IT sector as of 2007.
Karnataka is the only southern state to have land borders with all of the other four southern Indian sister states. The state covers an area of 191,791 km2 (74,051 mi2), or 5.83 per cen",,,0.401,0.3908,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.401,HALLUCINATED,0.3908,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Culture,ಕುವೆಂಪು ಅವರ ಪೂರ್ಣ ಹೆಸರು ಏನು?,Kuppali Venkatappa Puttappa,ಕುವೆಂಪು ಅವರ ಪೂರ್ಣ ಹೆಸರು ಕುವೆಂಪು ರಾಮಾಯ್ಯ.,ಕುಪ್ಪಳಿ ವೆಂಕಟಪ್ಪ ಪುಟ್ಟಪ್ಪ,NOT_FOUND:Kuppali Venkatappa Puttappa,,,-1.0,-1.0,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,-1.0,UNVERIFIABLE,-1.0,UNVERIFIABLE,-1.0,no_evidence,FACTUAL,0.9,translated_match
Kannada,Culture,ಹಂಪಿ ಯಾವ ರಾಜ್ಯದಲ್ಲಿದೆ?,Karnataka,ಕರ್ನಾಟಕ.,ಕರ್ನಾಟಕ,"Karnataka is a state in the southwestern coast of India. It was formed as Mysore State on 1 November 1956, with the passage of the States Reorganisation Act, and renamed Karnataka in 1973. The state is bordered by the Lakshadweep Sea to the west, Goa to the northwest, Maharashtra to the north, Telangana to the northeast, Andhra Pradesh to the east, Tamil Nadu to the southeast, and Kerala to the southwest. With 61,130,704 inhabitants at the 2011 census, Karnataka is the eighth-largest state by population, comprising 31 districts. With 15,257,000 residents, the state capital Bengaluru is the largest city of Karnataka.
The economy of Karnataka is among the most productive in the country with a gross state domestic product (GSDP) of ₹25.01 trillion (US$260 billion) and a per capita GSDP of ₹332,926 (US$3,500) for the financial year 2023–24. The state experienced a GSDP growth of 10.2% for the same fiscal year. After Bengaluru Urban, Dakshina Kannada, Hubli–Dharwad, and Belagavi districts contribute the highest revenue to the state respectively. The capital of the state, Bengaluru, is known as the Silicon Valley of India, for its immense contributions to the country's information technology sector. A total of 1,973 companies in the state were found to have been involved in the IT sector as of 2007.
Karnataka is the only southern state to have land borders with all of the other four southern Indian sister states. The state covers an area of 191,791 km2 (74,051 mi2), or 5.83 per cen",,,0.401,0.3908,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.401,HALLUCINATED,0.3908,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Personalities,ಸರ್ ಎಂ. ವಿಶ್ವೇಶ್ವರಯ್ಯ ಯಾವ ಕ್ಷೇತ್ರದಲ್ಲಿ ಪ್ರಸಿದ್ಧರು?,Engineering,ಸಂಗೀತ.,ಇಂಜಿನಿಯರಿಂಗ್,"Engineering is the practice of systematically applying natural science and mathematics to design and improve systems, devices, or processes that solve problems under constraints. It is typically motivated by satisfying human needs, resulting in creations such as bridges, engines, smartphones, pacemakers, the internet, spacecraft, and washing machines. Engineering involves balancing competing demands such as safety, performance, aesthetics, cost, laws and regulations, and time, while operating within fundamental limits such as the laws of physics.
The traditional disciplines of engineering are civil, mechanical, electrical, and chemical. The academic discipline of engineering encompasses a broad range of more specialized subfields, and each can have a more specific emphasis for applications of mathematics and science. Modern engineering practice follows the engineering design process and spans multiple fields, which include designing and improving infrastructure, machinery, vehicles, electronics, materials, and energy systems.
As a human endeavor, engineering has existed since ancient times, starting with the six classic simple machines. Examples of large-scale engineering projects from antiquity include impressive structures like the pyramids, elegant temples such as the Parthenon, and water conveyances like hulled watercraft, canals, and the Roman aqueduct. Early machines were powered by humans and animals, then later by wind. Machines of war were invented for siegecraft. In",,,0.2127,0.3423,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.2127,HALLUCINATED,0.3423,HALLUCINATED,0.2127,similarity,FACTUAL,0.9,translated_match
Kannada,Personalities,ಟಿಪ್ಪು ಸುಲ್ತಾನ್ ಯಾವ ರಾಜ್ಯದ ಆಡಳಿತಗಾರ?,Mysore,ಹೈದರಾಬಾದ್ ಸಂಸ್ಥಾನದ ಆಡಳಿತಗಾರ.,ಮೈಸೂರು,"Mysore (  my-SOR), officially Mysuru (Kannada: [ˈmaɪˈsuːɾu] ), is a city in the southern Indian state of Karnataka. It is the headquarters of Mysore district and Mysore division. As the traditional seat of the Wadiyar dynasty, the city functioned as the capital of the Kingdom of Mysore for almost six centuries (1399 to 1947). Known for its heritage structures, palaces (such as the famous Mysore Palace), and its culture, Mysore has been called the ""City of Palaces"", the ""Heritage City"", and the ""Cultural capital of Karnataka"". It is the second-most populous city in the state and one of the cleanest cities in India according to the Swachh Survekshan.
Mysore is situated at the foothills of the Chamundi Hills. At an altitude of 770 m (2,530 ft) above mean sea level, the city of Mysore is geographically located at 12° 18′ 26″ north latitude and 76° 38′ 59″ east longitude. It is about 140 km (87.0 mi) southwest of the state's capital, Bangalore, and spreads across an area of 156 km2 (60 sq mi) (city and neighbouring census towns). The population of the city combined with its neighbouring towns in its metropolitan area is about 1,288,000 in 2023.
Most of the city's development during modern times could be attributed to the maharajas of Mysore and the Wadiyar dynasty, who were patrons of art and culture. Hyder Ali and Tipu Sultan, when they were briefly in power in succession, also contributed significantly to the economic growth of the city and the kingdom by planting mulberry trees",,,0.2817,0.4919,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.2817,HALLUCINATED,0.4919,HALLUCINATED,0.2817,similarity,FACTUAL,0.9,translated_match
Kannada,Personalities,ಕುವೆಂಪು ಅವರಿಗೆ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ಯಾವ ವರ್ಷ ಸಿಕ್ಕಿತು?,1967,೧೯೮೩,೧೯೬೭,"1967 (MCMLXVII) was a common year starting on Sunday of the Gregorian calendar, the 1967th year of the Common Era (CE) and Anno Domini (AD) designations, the 967th  year of the 2nd millennium, the 67th  year of the 20th century, and the  8th   year of the 1960s decade.",,,0.1029,0.2232,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.1029,HALLUCINATED,0.2232,HALLUCINATED,0.1029,similarity,FACTUAL,0.9,translated_match
Kannada,Personalities,APJ ಅಬ್ದುಲ್ ಕಲಾಂ ಯಾವ ವರ್ಷ ಜನಿಸಿದರು?,1931,೧೯೨೦,೧೯೩೧,"1931 (MCMXXXI) was a common year starting on Thursday of the Gregorian calendar, the 1931st year of the Common Era (CE) and Anno Domini (AD) designations, the 931st  year of the 2nd millennium, the 31st  year of the 20th century, and the  2nd   year of the 1930s decade.",,,0.1329,0.2491,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.1329,HALLUCINATED,0.2491,HALLUCINATED,0.1329,similarity,FACTUAL,0.9,translated_match
Kannada,Personalities,ರವೀಂದ್ರನಾಥ ಟ್ಯಾಗೋರ್ ಅವರಿಗೆ ನೊಬೆಲ್ ಪ್ರಶಸ್ತಿ ಯಾವ ವರ್ಷ ಸಿಕ್ಕಿತು?,1913,೧೯೧೩,೧೯೧೩,"1913 (MCMXIII) was a common year starting on Wednesday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1913th year of the Common Era (CE) and Anno Domini (AD) designations, the 913th  year of the 2nd millennium, the 13th  year of the 20th century, and the  4th   year of the 1910s decade. As of the start of 1913, the Gregorian calendar was 13 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.2843,0.2843,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.2843,HALLUCINATED,0.2843,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,History,భారతదేశానికి స్వాతంత్ర్యం ఏ సంవత్సరం వచ్చింది?,1947,1947,1947,"1947 (MCMXLVII) was a common year starting on Wednesday of the Gregorian calendar, the 1947th year of the Common Era (CE) and Anno Domini (AD) designations, the 947th  year of the 2nd millennium, the 47th  year of the 20th century, and the  8th   year of the 1940s decade.  
It was the first year of the Cold War, which would last until 1991, ending with the dissolution of the Soviet Union.",,,0.4837,0.4837,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,History,భారత జాతీయ కాంగ్రెస్ ఏ సంవత్సరం స్థాపించబడింది?,1885,1885,1885,"1885 (MDCCCLXXXV) was a common year starting on Thursday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1885th year of the Common Era (CE) and Anno Domini (AD) designations, the 885th  year of the 2nd millennium, the 85th  year of the 19th century, and the  6th   year of the 1880s decade. As of the start of 1885, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.5,0.5,UNCERTAIN,UNCERTAIN,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,History,జలియన్‌వాలా బాగ్ మారణహోమం ఏ సంవత్సరం జరిగింది?,1919,1919,1919,"1919 (MCMXIX) was a common year starting on Wednesday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1919th year of the Common Era (CE) and Anno Domini (AD) designations, the 919th  year of the 2nd millennium, the 19th  year of the 20th century, and the  10th  and last year of the 1910s decade. As of the start of 1919, the Gregorian calendar was 13 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.4538,0.4538,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,History,భారతదేశ మొదటి ప్రధానమంత్రి ఎవరు?,Jawaharlal Nehru,జవహర్‌లాల్ నెహ్రూ.,జవహర్‌లాల్ నెహ్రూ.,"Jawaharlal Nehru (14 November 1889 – 27 May 1964) was an Indian anti-colonial nationalist, secular humanist, social democrat, and statesman who was a central figure in India during the middle of the 20th century. Nehru was a principal leader of the Indian nationalist movement in the 1930s and 1940s. Upon India's independence in 1947, he served as the country's first and the longest serving prime minister for 16 years. Nehru promoted parliamentary democracy, secularism, and science and technology during the 1950s, powerfully influencing India's arc as a modern nation. In international affairs, he steered India clear of the two blocs of the Cold War.  A well-regarded author, he wrote books such as Letters from a Father to His Daughter (1929), An Autobiography (1936) and The Discovery of India (1946), that have been read around the world.
The son of Motilal Nehru, a prominent lawyer and Indian nationalist, Jawaharlal Nehru was educated in England—at Harrow School and Trinity College, Cambridge, and trained in the law at the Inner Temple. He became a barrister, returned to India, enrolled at the Allahabad High Court and gradually became interested in national politics, which eventually became a full-time occupation. He joined the Indian National Congress, rose to become the leader of a progressive faction during the 1920s, and eventually of the Congress, receiving the support of Mahatma Gandhi, who was to designate Nehru as his political heir. As Congress president in 1929, Nehru",,,0.4601,0.4601,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4601,HALLUCINATED,0.4601,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,History,మహాత్మా గాంధీ ఏ సంవత్సరం జన్మించారు?,1869,1869,1869,"1869 (MDCCCLXIX) was a common year starting on Friday of the Gregorian calendar and a common year starting on Wednesday of the Julian calendar, the 1869th year of the Common Era (CE) and Anno Domini (AD) designations, the 869th  year of the 2nd millennium, the 69th  year of the 19th century, and the  10th  and last year of the 1860s decade. As of the start of 1869, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.5101,0.5101,UNCERTAIN,UNCERTAIN,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,Geography,భారతదేశ రాజధాని ఏది?,New Delhi,న్యూఢిల్లీ.,న్యూ ఢిల్లీ,"New Delhi is the capital city of India and a part of the National Capital Territory of Delhi (NCT). New Delhi is the seat of all three branches of the Government of India, hosting the Rashtrapati Bhavan (Presidential Palace), Sansad Bhavan (Parliament House), and the Supreme Court. New Delhi is a municipality within the NCT, administered by the New Delhi Municipal Council (NDMC), which covers mostly Lutyens' Delhi and a few adjacent areas. The municipal area is part of a larger administrative district, the New Delhi district.
Although colloquially Delhi and New Delhi are used interchangeably to refer to the National Capital Territory of Delhi, both are distinct entities, with the municipality and the New Delhi district forming a relatively small part within the megacity of Delhi. The National Capital Region is an even larger entity, comprising the entire NCT along with adjoining districts in the two neighbouring states forming a continuously built-up area with it, including Ghaziabad, Noida, Greater Noida, Meerut, YEIDA City, Gurgaon, and Faridabad.
The foundation stone of New Delhi, south of central Delhi, was laid by George V during the Delhi Durbar of 1911. It was designed by British architects Edwin Lutyens and Herbert Baker. The new capital was inaugurated on 13 February 1931, by Viceroy and Governor-General Irwin.",,,0.4016,0.4794,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4016,HALLUCINATED,0.4794,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,Geography,భారతదేశంలో ఎన్ని రాష్ట్రాలు ఉన్నాయి?,28,28,28,"28 or Twenty-eight may refer to:

28 (number), the natural number following 27 and preceding 29.
one of the years 28 BC, AD 28, 1928, 2028",,,0.3653,0.3653,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,Geography,భారతదేశంలో అతి పెద్ద రాష్ట్రం ఏది?,Rajasthan,రాజస్థాన్.,రాజస్థాన్,"Rajasthan (Hindi: Rājasthāna, pronounced [ɾaːd͡ʒəsˈtʰaːn] ; lit. 'Land of Kings') is a state in northwestern India. It is the largest Indian state by area and the seventh largest by population. It covers 342,239 square kilometres (132,139 mi2) or 10.4 per cent of India's total geographical area. It is on India's northwestern side, where it comprises most of the wide and inhospitable Thar Desert (also known as the Great Indian Desert) and shares a border with the Pakistani provinces of Punjab to the northwest and Sindh to the west, along the Sutlej-Indus River valley. It is bordered by five other Indian states: Punjab to the north; Haryana and Uttar Pradesh to the northeast; Madhya Pradesh to the southeast; and Gujarat to the southwest. Its geographical location is 23°3' to 30°12' North latitude and 69°30' to 78°17' East longitude, with the Tropic of Cancer passing through its southernmost tip.
Its major features include the ruins of the Indus Valley civilisation at Kalibangan and Balathal, the Dilwara Temples, a Jain pilgrimage site at Rajasthan's only hill station, Mount Abu, in the ancient Aravalli mountain range and eastern Rajasthan, the Keoladeo National Park of Bharatpur, a World Heritage Site known for its bird life. Rajasthan is also home to five national tiger reserves, the Ranthambore National Park in Sawai Madhopur, Sariska Tiger Reserve in Alwar, the Mukundra Hills Tiger Reserve in Kota, Ramgarh Vishdhari Tiger reserve and Karauli Dholpur tiger reserve.
The State ",,,0.4231,0.4416,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4231,HALLUCINATED,0.4416,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,Geography,తెలంగాణ రాజధాని ఏది?,Hyderabad,హైదరాబాదు.,హైదరాబాద్,"Hyderabad is the capital and largest city of the Indian state of Telangana. It occupies 650 km2 (250 sq mi) on the Deccan Plateau along the banks of the Musi River, in the northern part of South India. With an average altitude of 536 m (1,759 ft), much of Hyderabad is situated on hilly terrain around artificial lakes, including the Hussain Sagar lake, predating the city's founding, in the north of the city centre. According to the 2011 census of India, Hyderabad is the fourth-most populous city in India with a population of 6.9 million residents within the city limits, and has a population of 9.7 million residents in the metropolitan region, making it the sixth-most populous metropolitan area in India.
The Qutb Shahi dynasty's Muhammad Quli Qutb Shah established Hyderabad in 1591 to extend the capital beyond the fortified Golconda. In 1687, the city was annexed by the Mughals. In 1724, Asaf Jah I, the Mughal viceroy, declared his sovereignty and founded the Asaf Jahi dynasty, also known as the Nizams. Hyderabad served as the imperial capital of the Asaf Jahis from 1769 to 1948. As the capital of the princely state of Hyderabad, the city housed the British Residency and cantonment until Indian independence in 1947. Hyderabad was annexed by the Indian Union in 1948 and continued as a capital of Hyderabad State from 1948 to 1956. After the introduction of the States Reorganisation Act of 1956, Hyderabad was made the capital of the newly formed Andhra Pradesh. In 2014, Andhra Pra",,,0.3297,0.379,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3297,HALLUCINATED,0.379,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,Geography,భారతదేశంలో అతి పొడవైన నది ఏది?,Ganga,గంగా నది.,గంగానది,"The Ganges ( GAN-jeez; in India: Ganga,  GUNG-gah; in Bangladesh: Padma,  PUD-mə) is a trans-boundary river of Asia which flows through India and Bangladesh. The 2,525-kilometre-long (1,569 mi) river rises in the western Himalayas in the Indian state of Uttarakhand. It flows south and east through the Gangetic plain of North India, receiving the right-bank tributary, the Yamuna, which also rises in the western Indian Himalayas, and several left-bank tributaries from Nepal that account for the bulk of its flow. In West Bengal, India, a feeder canal taking off from its right bank diverts half of its flow southwards, artificially connecting it to the Hooghly River. The Ganges continues into Bangladesh, its name changing to the Padma. It is then joined by the Jamuna, the lower stream of the Brahmaputra, and eventually the Meghna, forming the major estuary of the Ganges Delta, and emptying into the Bay of Bengal. The Ganges–Brahmaputra–Meghna system is the second-largest river on earth by discharge.
The main stem of the Ganges begins at the town of Devprayag, at the confluence of the Alaknanda, which is the source stream in hydrology on account of its greater length, and the Bhagirathi, which is considered the source stream in Hindu mythology.
The Ganges is a lifeline to hundreds of millions of people who live in its basin and depend on it for their daily needs. It has been important historically, with many former provincial or imperial capitals such as Pataliputra, Kannauj, Sonar",,,0.4824,0.2527,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4824,HALLUCINATED,0.2527,FACTUAL,0.95,manual_review,HALLUCINATED,0.2527,similarity
Telugu,Science,నీటి రసాయన సూత్రం ఏమిటి?,H2O,H2O,H2O,"Water is an inorganic compound with the chemical formula H2O. It is a transparent, tasteless, odorless, and nearly colorless chemical substance. It is the main constituent of Earth's streams, lakes, and oceans. Water is also the fluid of all known living organisms, in which it acts as a solvent. Water, being a polar molecule, undergoes strong intermolecular hydrogen bonding which is a large contributor to its physical and chemical properties. It is vital for all known forms of life, despite not providing food energy or being an organic micronutrient. Due to its presence in all organisms, its chemical stability, its worldwide abundance, and its strong polarity relative to its small molecular size, water is often referred to as the ""universal solvent"".
Because Earth's surface temperature and pressure is relatively close to water's triple point, water exists on Earth as a solid, a liquid, and a gas. It forms precipitation in the form of rain and aerosols in the form of fog. Clouds consist of suspended droplets of water and ice, its solid state. When finely divided, crystalline ice may precipitate in the form of snow. The gaseous state of water is steam or water vapor.
Water covers about 71% of the Earth's surface, with seas and oceans making up most of the water volume (about 96.5%). Small portions of water occur as groundwater (1.7%), in the glaciers and the ice caps of Antarctica and Greenland (1.7%), and in the air as vapor, clouds (consisting of ice and liquid water suspende",,,0.4831,0.4831,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,Science,కాంతి వేగం ఎంత?,299792458 metres per second,"299,792,458 మీ/సె","3,00,000 కిలోమీటర్లు లేదా 186,282 మైళ్లు సెకనుకు.","The speed of light in vacuum, often called simply the speed of light and commonly denoted c, is a universal physical constant exactly equal to 299792458 m⋅s−1. It is exact because, by international agreement, a metre is defined as the length of the path travelled by light in vacuum during a time interval of 1⁄299792458 second. The value 299,792,458 metres per second is approximately 1 billion kilometres per hour; 700 million miles per hour. For other approximations of c valid for various units and size scales see the infobox.
All forms of electromagnetic radiation, including visible light, travel in vacuum at the speed c as do massless particles and field perturbations, such as gravitational waves. The speed of light is the same for all observers, no matter their relative velocity. As a result, massless particles and waves travel at c in a vacuum regardless of the motion of the source or the inertial reference frame of the observer. The speed of light is the upper limit for the speed at which information, matter, or energy can travel through space. Particles with nonzero rest mass can be accelerated to approach c but can never reach it, regardless of the frame of reference in which their speed is measured.
For long distances and sensitive measurements, the finite speed of light has noticeable effects. Much starlight viewed on Earth is from the distant past, allowing humans to study the history of the universe by viewing distant objects. When communicating with distant space p",,,0.4238,0.3543,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4238,HALLUCINATED,0.3543,HALLUCINATED,0.4238,similarity,HALLUCINATED,0.3543,similarity
